điểm chất lượng,điểm phục vụ,điểm không gian,điểm giá cả,điểm vị trí,địa điểm,thời gian mở,thời gian đóng,khoảng giá,Tổng bình luận,bình luyện tuyệt vời,bình luận tốt,bình luận trung bình,bình luận kém,Tên nhà hàng
9.0,8.4,7.9,7.4,6.3,43 hàng cót quận hoàn kiếm hà nội,08:00,22:30,350.000đ - 800.000đ,8,1,6,1,0,lau-minh-anh
8.0,6.9,6.8,5.9,4.8,245 hoàng hoa thám quận ba đình hà nội,18:00,22:00,50.000đ - 100.000đ,21,1,8,9,3,lau-mot-nguoi
8.7,8.5,8.3,8.1,7.7,298 lê duẩn quận đống đa hà nội,10:00,23:59,50.000đ - 390.000đ,20,7,12,1,0,lau-nuong-duong-tau
9.0,9.0,8.5,8.5,8.0,tầng 1 tòa nhà artemis 3 lê trọng tấn quận thanh xuân hà nội,10:00,22:00,100.000đ - 200.000đ,2,1,1,0,0,lau-thai-mq-artemis-tower
8.1,7.2,7.2,7.2,7.2,20 ngõ 165 cầu giấy quận cầu giấy hà nội,08:00,20:30,18.000đ - 70.000đ,94,7,64,19,4,le-festin-coffee-cau-giay
7.3,7.1,6.8,6.8,6.6,144 d2 giảng võ quận ba đình hà nội,08:00,23:00,20.000đ - 50.000đ,88,1,54,28,5,lemon-house-coffee-giang-vo
8.8,7.9,7.2,7.2,6.9,6a phan chu trinh quận hoàn kiếm hà nội,07:00,23:00,25.000đ - 40.000đ,10,2,6,1,1,terrace-cafe
7.9,7.8,7.6,7.0,6.5,101 hàng gà quận hoàn kiếm hà nội,08:00,22:30,70.000đ - 250.000đ,14,3,8,2,1,lifted-coffee-brunch
7.6,7.2,6.7,6.7,6.4,76 hoàng đạo thành quận thanh xuân hà nội,06:30,22:30,15.000đ - 60.000đ,11,1,6,1,3,link-food-hoang-dao-thanh
,,,,,1 bát đàn quận hoàn kiếm hà nội,08:00,22:30,25.000đ - 44.000đ,,,,,,loan-cafe-bat-dan
7.1,6.9,6.9,6.6,6.5,102 quán thánh quận ba đình hà nội,07:00,23:00,100.000đ - 200.000đ,36,0,24,9,3,loc-vit-quan-thanh
7.1,7.0,6.9,6.4,6.2,24 ngũ xã quận ba đình hà nội,07:30,21:30,50.000đ - 100.000đ,231,3,137,71,20,long-thuy-bun-thai-hai-san
7.8,7.7,7.3,7.3,7.2,81 bạch đằng tp nha trang khánh hoà,16:30,21:00,25.000đ - 45.000đ,13,1,8,4,0,pho-bo-ha-noi
6.7,6.4,6.3,6.0,5.8,129b nguyễn ngọc vũ quận cầu giấy hà nội,09:00,22:00,35.000đ - 50.000đ,52,1,22,19,10,hai-san-long-thuy-nguyen-ngoc-vu
8.0,7.6,7.3,6.9,6.8, ki ốt 5 hàng giầy đối diện 1a hàng giầy quận hoàn kiếm hà nội,09:00,21:30,25.000đ - 44.000đ,31,2,22,7,0,long-vi-dung
7.9,7.3,6.9,6.9,6.7,23 hồ hoàn kiếm quận hoàn kiếm hà nội,08:00,21:30,15.000đ - 33.000đ,176,5,116,49,6,long-vi-dung-nom-nem-banh-bot-loc
7.7,7.2,7.0,6.8,6.6,298 cầu giấy quận cầu giấy hà nội,09:00,23:00,30.000đ - 77.000đ,103,2,73,20,8,lotteria-cau-giay
7.5,7.3,6.9,6.9,6.6,23 đại cồ việt quận hai bà trưng hà nội,09:00,23:00,30.000đ - 77.000đ,65,4,39,18,4,lotteria-dai-co-viet
7.8,7.3,7.2,7.1,7.0,138 lê thanh nghị quận hai bà trưng hà nội,08:00,22:00,3.000đ - 100.000đ,24,1,17,5,1,lotteria-le-thanh-nghi
7.1,7.1,6.7,6.5,6.1,tầng hầm 1tầng b1 7 9 nguyễn văn linh quận long biên hà nội,08:00,22:00,30.000đ - 88.000đ,10,0,6,4,0,lotteria-savico-long-bien
7.0,7.0,6.8,6.8,6.2,610 ngõ 121 chùa láng quận đống đa hà nội,10:00,21:00,30.000đ - 77.000đ,78,3,41,23,11,loving-hut-com-chay-nguon-coi
10.0,9.5,9.0,9.0,8.5,21 tựu liệt quận hoàng mai hà nội,08:00,22:00,20.000đ - 40.000đ,2,1,1,0,0,mis-tea
8.1,8.1,7.9,7.5,7.3,183 phùng hưng quận hoàn kiếm hà nội,11:00,23:00,50.000đ - 150.000đ,61,4,54,2,1,luk-chew-am-thuc-hongkong
7.0,6.8,6.7,6.5,6.0,313 nguyễn khang p yên hòa quận cầu giấy hà nội,07:00,22:00,25.000đ - 66.000đ,24,0,12,8,4,my-van-than-hu-tieu-sui-cao-nguyen-khang
5.3,5.3,4.3,3.7,3.7,387 hoàng quốc việt quận cầu giấy hà nội,07:30,23:00,30.000đ - 88.000đ,3,0,1,1,1,luna-cafe-hoang-quoc-viet
8.1,7.9,7.9,7.7,6.8,27 nam ngư quận hoàn kiếm hà nội,11:00,23:00,200.000đ - 330.000đ,35,5,23,7,0,luna-d-autunno-nam-ngu
8.1,7.7,7.4,6.9,6.7,236 đội cấn quận ba đình hà nội,09:00,22:00,20.000đ - 100.000đ,154,9,110,29,6,luna-steak-pasta
7.3,6.8,6.7,6.6,6.5,112 d3 ngõ 4c đặng văn ngữ quận đống đa hà nội,09:00,22:00,10.000đ - 50.000đ,93,14,29,36,14,luong-tam-quan-thai-hanh-huy-mai-co-so-2
8.6,8.5,8.4,8.1,7.5,đối diện ban quản lý chợ ngọc hà quận ba đình hà nội,08:00,21:00,30.000đ - 50.000đ,18,12,1,3,2,lynk-juice-nuoc-ep-trai-cay-online
8.0,8.0,8.0,8.0,8.0,116b ngõ 65 phạm ngọc thạch quận đống đa hà nội,08:00,21:00,300.000đ - 1.000.000đ,1,0,1,0,0,lythomi-bo-kho-laos-gac-bep
7.4,7.3,6.7,6.3,6.0,2 ngõ 597 nguyễn trãi quận thanh xuân hà nội,06:30,23:00,15.000đ - 35.000đ,7,1,3,1,2,mac-cafe-nguyen-trai
9.5,9.5,9.5,8.5,8.0,tầng 4 somerset west point 2 tây hồ quận tây hồ hà nội,11:00,23:59,100.000đ - 1.000.000đ,2,1,1,0,0,mad-society-modern-asian-dining
7.7,7.0,6.5,6.4,6.2,39 lý thường kiệt quận hoàn kiếm hà nội,06:00,22:00,30.000đ - 500.000đ,223,2,130,67,24,madame-huong-dessert-ly-thuong-kiet
8.0,7.6,6.7,6.6,6.6,301 tô hiệu quận cầu giấy hà nội,06:00,22:00,25.000đ - 35.000đ,56,2,40,9,5,madame-lan-bun-bo-hue
6.6,6.6,5.0,5.0,4.4,c5 tô hiệu quận cầu giấy hà nội,09:00,23:00,10.000đ - 50.000đ,8,1,2,1,4,mai-chi-foodie-do-an-han-shop-online
8.0,8.0,7.7,7.2,6.9,48 đào tấn quận ba đình hà nội,09:00,22:00,100.000đ - 220.000đ,13,2,7,4,0,new-sake-2
6.8,6.3,6.3,5.8,5.7,215 chùa láng quận đống đa hà nội,14:00,22:30,50.000đ - 165.000đ,52,1,20,23,8,oc-luoc-chua-lang
9.0,9.0,9.0,7.3,6.3,1 phạm ngũ lão quận hoàn kiếm hà nội,11:00,22:00,200.000đ - 500.000đ,3,0,3,0,0,makoto-japanese-restaurant
6.7,6.7,6.5,6.5,6.3,132 đốc ngữ quận ba đình hà nội,09:00,22:00,20.000đ - 500.000đ,65,0,38,18,9,mam-quan-com-du-hoc-sinh-nha-hat
8.5,8.2,8.1,7.5,7.4,2 chương dương độ quận hoàn kiếm hà nội,11:00,22:00,50.000đ - 150.000đ,40,4,35,1,0,mamma-mia-italian-restaurant-bar
7.1,6.6,6.4,5.8,5.7,tầng 5 vincom center phạm ngọc thạch 2 phạm ngọc thạch quận đống đa hà nội,09:30,22:00,80.000đ - 500.000đ,23,1,7,11,4,maneki-neko-deli-am-thuc-nhat-ban-vincom-center-pham-ngoc-thach
7.2,7.0,6.8,6.7,6.3,23 hàng bồ quận hoàn kiếm hà nội,16:00,23:59,35.000đ - 40.000đ,12,2,6,1,3,pho-ga
8.3,7.8,7.4,7.3,7.1,183 giảng võ quận ba đình hà nội,08:00,23:00,20.000đ - 50.000đ,12,1,10,1,0,tasty-tea
8.3,8.0,7.8,7.3,7.0,16 phố huế p hàng bài quận hai bà trưng hà nội,08:30,14:30,25.000đ - 600.000đ,4,0,4,0,0,maya-deli-coffee
8.3,8.0,8.0,7.7,6.7,162 quan nhân quận thanh xuân hà nội,11:00,21:00,8.000đ - 30.000đ,3,0,2,1,0,me-se-quan-khoai-lac-nem-chua-ran-tra-thai
8.6,8.2,7.9,7.9,7.0,tầng 1tầng 1 nhà cc2 mễ trì p mỹ đình 1 quận nam từ liêm hà nội,11:00,22:00,50.000đ - 1.080.000đ,37,7,27,1,2,meat-plus-korea-bbq-kdt-me-tri-ha
8.4,8.0,7.7,7.6,7.0,b1 nguyễn thị thập quận thanh xuân hà nội,11:00,22:00,50.000đ - 1.000.000đ,53,9,38,3,3,meat-plus-korea-bbq-nguyen-thi-thap
8.8,8.2,8.0,7.6,7.2,9 ngõ 132 cầu giấy quận cầu giấy hà nội,10:00,21:30,15.000đ - 35.000đ,5,1,3,1,0,melody-cafe-cau-giay
7.8,6.8,6.8,6.3,6.3,16 hàng bồ quận hoàn kiếm hà nội,19:00,01:00,30.000đ - 35.000đ,4,1,2,0,1,mi-hu-tiu-kho-hang-bo
7.6,7.4,7.2,7.2,7.0,42 yên lãng quận đống đa hà nội,09:00,22:00,30.000đ - 70.000đ,5,0,3,2,0,mi-a-chau-mi-tuoi
7.4,6.7,6.6,6.6,6.1,20 ngõ hàng bột quận đống đa hà nội,07:00,12:00,20.000đ - 35.000đ,34,0,23,8,3,mi-chinh-hang-bot
8.0,7.0,6.9,6.7,5.8,505 kim mã quận ba đình hà nội,09:00,21:00,30.000đ - 88.000đ,23,1,12,8,2,mi-han-quoc-kim-ma
7.8,7.8,7.4,7.3,6.6,ngõ 8 láng hạ p thành công quận ba đình hà nội,08:30,22:30,100.000đ - 220.000đ,36,2,25,8,1,mi-han-quoc-lang-ha
7.6,6.7,6.4,5.8,5.8,5 ngõ 189 nguyễn văn cừ quận long biên hà nội,07:00,22:00,35.000đ - 50.000đ,17,1,9,2,5,mi-nieu-cay
6.8,6.6,6.4,6.4,6.1,91 võ thị sáu p thanh nhàn quận hai bà trưng hà nội,06:30,14:00,25.000đ - 40.000đ,14,1,7,4,2,mi-quang-ba-vi-dac-san-da-nang
9.0,8.8,8.8,8.0,7.8,30 hàng vải quận hoàn kiếm hà nội,11:00,20:00,40.000đ - 100.000đ,5,2,3,0,0,one-more-bowl-am-thuc-dai-loan
6.9,6.3,6.0,5.8,5.7,35 thái hà quận đống đa hà nội,09:00,23:00,100.000đ - 250.000đ,53,4,24,11,14,one-piece-buffet-bbq-thai-hotpot
5.6,5.2,4.4,4.2,4.2,112 b3 ngách 19910 ngõ 199 ktt sư phạm trần quốc hoàn quận cầu giấy hà nội,08:00,21:00,15.000đ - 20.000đ,13,0,3,4,6,oppa-tokbokki
7.7,7.6,7.4,6.9,6.9,175 bạch đằng quận hoàn kiếm hà nội,09:00,21:00,50.000đ - 500.000đ,47,16,15,9,7,oregano-pizza-shop-online
7.8,7.6,7.4,7.2,7.0,83 hàng điếu quận hoàn kiếm hà nội,07:00,22:30,30.000đ - 50.000đ,5,0,4,1,0,mi-van-than-hang-dieu
7.4,7.3,7.2,6.5,6.4,ngõ 98a trần hưng đạo quận hoàn kiếm hà nội,08:00,22:00,30.000đ - 55.000đ,59,1,38,18,2,mi-van-than-duy-anh
8.6,8.4,8.3,8.1,7.4,65 hàng bún quận ba đình hà nội,08:00,22:00,50.000đ - 70.000đ,7,1,6,0,0,mi-wonton-vua-mi-hong-kong
7.5,7.4,7.2,6.8,6.7,6 phùng hưng quận hoàn kiếm hà nội,07:30,22:00,20.000đ - 40.000đ,75,2,53,17,3,mien-banh-da-cua-ly-quoc-su-phung-hung
7.6,7.5,7.5,7.5,6.8,9 phủ doãn quận hoàn kiếm hà nội,06:45,21:30,25.000đ - 35.000đ,13,1,9,3,0,mien-luon-9-phu-doan
7.4,7.3,6.5,6.5,6.3,87 hàng điếu quận hoàn kiếm hà nội,06:30,21:30,30.000đ - 55.000đ,80,1,43,31,5,mien-luon-dong-thinh
6.7,6.5,5.8,5.7,5.7,152 lạc trung quận hai bà trưng hà nội,07:00,22:00,25.000đ - 55.000đ,15,0,7,4,4,mien-luon-phuc
8.3,7.9,7.8,7.7,7.0,5b cao đạt quận hai bà trưng hà nội,09:00,22:00,50.000đ - 200.000đ,23,3,19,1,0,min-lau-sach-chan-canh-ga
6.2,6.2,5.5,5.4,4.6,tòa nhà vesta ngõ 102 trần phú quận hà đông hà nội,09:00,21:00,20.000đ - 40.000đ,13,0,5,4,4,min-yanna-banh-bong-lan-trung-muoi-online
7.5,7.3,6.8,6.7,6.5,41 trần đăng ninh quận cầu giấy hà nội,06:30,22:30,20.000đ - 45.000đ,6,1,2,2,1,minh-huyen-banh-cuon
7.4,7.4,7.4,7.0,6.6,44a phan bội châu quận hoàn kiếm hà nội,08:00,22:00,100.000đ - 300.000đ,156,5,111,29,11,minh-ky-dimsum-noodles
7.3,7.2,7.1,6.4,6.4,1 chân cầm quận hoàn kiếm hà nội,07:00,22:00,20.000đ - 50.000đ,60,0,38,18,4,minh-lan-mien-luon-so-1-chan-cam
8.5,8.0,7.8,7.3,6.5,ngach 128 ngo văn chương quận đống đa hà nội,09:00,21:00,35.000đ - 70.000đ,4,0,3,1,0,minh-quan-so-qoat-banh-bot-loc-do-an-vat-online
7.6,7.5,7.3,7.0,7.0,102b16 kim liên quận đống đa hà nội,15:00,23:00,50.000đ - 150.000đ,25,1,17,6,1,mit-mat-oc-ngon-hai-phong
7.8,7.5,7.1,7.1,6.5,66 ngõ 185 chùa láng quận đống đa hà nội,10:00,20:00,30.000đ - 40.000đ,15,1,7,6,1,moc-bun-dau-bun-gia-cay
7.9,7.6,7.4,7.2,7.0,6 ngõ 1388 khuất duy tiến quận thanh xuân hà nội,08:00,21:00,30.000đ - 50.000đ,34,11,12,6,5,moc-house-cakes-drink-shop-online
8.7,8.0,7.7,7.7,7.7,10 ngõ 76 duy tân quận cầu giấy hà nội,07:00,22:00,25.000đ - 66.000đ,3,0,3,0,0,moc-quan-cafe-duy-tan
8.9,8.1,7.9,7.3,6.8,45 hàng trống quận hoàn kiếm hà nội,08:00,22:00,32.000đ - 200.000đ,16,0,16,0,0,mochi-sweets-hang-trong
8.2,7.5,7.1,7.1,7.0,tầng 1tầng 1 mipec tower 229 tây sơn quận đống đa hà nội,09:00,22:00,32.000đ - 200.000đ,22,0,18,4,0,mochi-sweets-mipec-tower
8.4,7.6,7.0,6.7,6.6,tầng 5 vincom bà triệu 191 bà triệu quận hai bà trưng hà nội,09:00,22:00,32.000đ - 200.000đ,54,3,37,12,2,mochi-sweets-vincom-ba-trieu
7.5,7.3,7.3,7.2,7.2,8 ngõ 198 xã đàn quận đống đa hà nội,10:00,21:30,100.000đ - 300.000đ,294,86,111,52,45,mokchang-do-an-han-quoc
8.1,8.1,8.1,7.8,7.2,8 dã tượng quận hoàn kiếm hà nội,10:00,22:00,40.000đ - 200.000đ,46,5,39,1,1,mon-ngon-sai-thanh-da-tuong
8.0,7.9,7.7,7.5,7.0,59a huỳnh thúc kháng quận đống đa hà nội,10:00,22:00,120.000đ - 250.000đ,82,4,62,16,0,mon-ngon-sai-thanh
7.7,7.0,6.8,6.5,5.8,52p lý thường kiệt p trần hưng đạo quận hoàn kiếm hà nội,07:00,22:00,30.000đ - 55.000đ,6,0,4,1,1,monkey-juice
10.0,9.0,9.0,9.0,8.0,86 đào nguyên gia lâm hà nội,08:00,22:00,15.000đ - 25.000đ,1,1,0,0,0,moon-moon-tea
8.1,7.6,7.1,7.1,7.0,107 a9 mai động quận hoàng mai hà nội,09:00,23:00,20.000đ - 40.000đ,7,2,3,1,1,mr-good-tea-mai-dong
7.8,7.3,7.2,6.7,6.5,625 quang trung quận hà đông hà nội,08:00,22:00,20.000đ - 50.000đ,6,0,5,0,1,mr-good-tea-quang-trung
7.7,7.3,7.0,6.9,6.5,202 khương đình quận thanh xuân hà nội,09:00,23:00,20.000đ - 40.000đ,28,2,18,4,4,mr-good-tea-thuong-dinh
7.9,7.7,7.5,7.5,7.3,218 lạc trung quận hai bà trưng hà nội,09:00,23:00,20.000đ - 40.000đ,50,3,41,5,1,mr-good-tea-tran-phu
7.4,7.3,6.9,6.8,6.6,30 cửa bắc trúc bạch ba đình hà nội quận ba đình hà nội,10:00,23:00,15.000đ - 50.000đ,83,3,48,30,2,che-xoan-hang-giay-cua-bac
8.5,8.0,7.8,7.5,5.8,ngõ 199 trần quốc hoàn quận cầu giấy hà nội,06:00,22:00,10.000đ - 50.000đ,4,1,2,0,1,mr-cay-banh-mi-thit-xien
8.0,8.0,7.8,7.3,6.3,ngõ 140 giảng võ quận ba đình hà nội,14:00,22:00,10.000đ - 20.000đ,4,0,4,0,0,mr-khoai-khoai-lang-lac-giang-vo
7.4,6.9,6.8,6.4,6.4,103 d6 ngõ 4b đặng văn ngữ quận đống đa hà nội,10:00,22:00,10.000đ - 20.000đ,24,0,15,7,2,muc-quan-sua-chua-up-nguoc
7.7,7.2,6.9,6.8,6.1,54 hàng chiếu quận hoàn kiếm hà nội,07:00,23:00,45.000đ - 55.000đ,54,2,34,15,3,my-binh-tay-pho-co
7.2,6.3,6.3,6.0,5.5,40 tuệ tĩnh quận hai bà trưng hà nội,06:00,22:00,20.000đ - 55.000đ,19,2,8,4,5,my-van-than-sui-cao-tom-tuoi
7.5,7.4,7.3,7.0,6.6,56 nguyên hồng quận đống đa hà nội,07:00,21:30,25.000đ - 39.000đ,36,2,22,9,3,nam-an-quan-am-thuc-hue
6.9,6.5,6.4,6.1,5.9,102 e6 bách khoa tạ quang bửu quận hai bà trưng hà nội,10:00,22:00,30.000đ - 55.000đ,75,1,39,23,12,nam-phuong-com-tam-sai-gon-ta-quang-buu
7.7,7.0,6.9,6.7,6.3,11 ô chợ dừa 6a ô chợ dừa cũ quận đống đa hà nội,09:00,23:00,50.000đ - 200.000đ,198,14,106,56,22,nam-viet-ha-thanh-com-dui-ga-nam-o-cho-dua
8.5,8.4,7.9,7.7,7.5,49 xuân diệu quận tây hồ hà nội,10:00,21:30,100.000đ - 300.000đ,35,7,23,5,0,nan-n-kabab-xuan-dieu
8.5,8.5,8.1,6.9,6.0,230 ngõ chợ khâm thiên quận đống đa hà nội,16:00,21:00,2.000đ - 7.000đ,29,2,23,3,1,nem-chua-pho-mai-que-ngo-cho-kham-thien
6.7,6.6,6.4,6.2,6.2,36 tạm thương p hàng gai quận hoàn kiếm hà nội,08:30,23:00,5.000đ - 55.000đ,130,18,46,38,28,nem-chua-ran-ngo-tam-thuong
7.7,6.9,6.8,6.7,6.1,267 ngọc lâm quận long biên hà nội,08:00,22:00,30.000đ - 55.000đ,43,1,25,13,4,nem-chua-ran-267-ngoc-lam
7.5,6.6,6.5,6.2,5.9,38 hàng bông quận hoàn kiếm hà nội,13:30,23:00,20.000đ - 100.000đ,175,5,82,66,22,nem-chua-ran-ba-gia-hang-bong
5.3,5.2,4.9,4.9,4.4,114 a11 tôn thất tùng quận đống đa hà nội,07:00,23:30,12.000đ - 50.000đ,25,0,7,6,12,nem-khoai-hoa-beo-ton-that-tung
6.6,6.5,6.3,6.1,5.8,8 ngõ 4 thụy khuê ngõ xưởng phim tây hồ quận tây hồ hà nội,11:00,22:00,20.000đ - 60.000đ,107,1,46,41,19,nem-lui-an-la-like
7.5,7.4,7.2,7.1,7.0,111a5 thành công quận ba đình hà nội,10:00,21:00,15.000đ - 31.000đ,120,7,82,24,7,nem-nom-gia-truyen-hoa-mai-thanh-cong
7.8,7.7,7.4,7.3,6.4,khu ẩm thực tầng 2 toà nhà n04 udic complex hoàng đạo thúy quận cầu giấy hà nội,09:00,21:30,75.000đ - 150.000đ,20,3,8,7,2,nem-quan-bui-thi-xuan
8.1,7.9,7.5,6.9,6.6,3a ngõ a4 ktt đại học hà nội quận thanh xuân hà nội,09:00,22:00,5.000đ - 15.000đ,14,0,12,2,0,nep-cam-3a-dai-hoc-ha-noi
7.6,7.4,7.2,7.1,6.7,198 hàng bông quận hoàn kiếm hà nội,07:00,22:00,35.000đ - 55.000đ,100,6,71,16,7,net-hue-hang-bong
7.4,6.7,6.7,6.6,6.6,33 nguyễn chí thanh quận ba đình hà nội,09:00,22:00,30.000đ - 100.000đ,56,2,30,16,8,net-hue-nguyen-chi-thanh
7.5,7.3,6.8,6.5,6.5,34 36 thái hà p trung liệt quận đống đa hà nội,08:00,22:00,50.000đ - 150.000đ,50,3,30,13,4,net-hue-thai-ha
7.8,7.7,7.7,7.1,6.7,lô 4 nhà d1 kđt mới dịch vọng hậu ngã tư nguyễn khánh toàn nguyễn văn huyên quận cầu giấy hà nội,07:00,22:00,50.000đ - 150.000đ,21,2,15,3,1,net-hue-nguyen-khanh-toan
7.1,6.8,6.5,6.2,5.8,83 trần duy hưng quận cầu giấy hà nội,08:00,22:00,200.000đ - 2.000.000đ,80,5,38,20,17,net-hue-tran-duy-hung
8.1,8.0,7.6,7.4,6.9,40 đào tấn quận ba đình hà nội,08:30,22:00,100.000đ - 165.000đ,7,0,5,2,0,new-sake
7.3,7.0,6.2,5.5,5.1,96 chùa hà quận cầu giấy hà nội,07:00,23:00,20.000đ - 33.000đ,13,0,7,3,3,new-wind-cafe-chua-ha
7.1,7.1,6.5,6.3,5.9,2b ngõ bà triệu bà triệu quận hai bà trưng hà nội,11:00,22:00,127.000đ - 157.000đ,50,0,26,16,7,nghien-lau-buffet
7.7,7.6,7.1,6.7,6.3,107 e2 vĩnh phúc quận ba đình hà nội,07:00,22:00,20.000đ - 50.000đ,39,2,24,12,1,ngoc-dung-chao-long
8.3,8.2,7.4,7.2,7.1,sân chơi nhà c5 đối diện cầu thang số 2 ktt kim liên lương định của p kim liên quận đống đa hà nội,08:00,17:30,10.000đ - 30.000đ,404,40,298,54,11,ngoc-thach-quan-luong-dinh-cua
7.9,7.9,7.4,7.4,7.2,25 ngõ 181 xuân thuỷ quận cầu giấy hà nội,09:00,18:00,10.000đ - 30.000đ,49,5,34,8,2,ngoc-thach-quan-sua-chua-caramen-xuan-thuy
7.7,7.7,7.1,6.7,6.2,kiot 2 ngõ 107 nguyễn chí thanh quận ba đình hà nội,10:00,21:30,30.000đ - 50.000đ,9,0,7,1,1,com-ga-tam-ky-nguyen-chi-thanh
7.2,6.9,6.9,6.8,6.5,5 kim đồng quận hoàng mai hà nội,06:00,22:00,25.000đ - 60.000đ,30,1,17,8,4,ngu-uyen-bun-bo-hue
6.9,6.9,6.9,6.6,6.5,109 a4 khu tập thể bắc thành công quận ba đình hà nội,08:00,22:00,25.000đ - 150.000đ,8,0,5,2,1,nha-che-thanh-cong
7.4,6.9,6.6,6.1,6.1,365 kim mã quận ba đình hà nội,08:30,22:30,30.000đ - 55.000đ,111,0,64,31,16,nha-hang-com-123-kim-ma
8.0,7.9,7.7,7.5,7.3,66 ô chợ dừa mới quận đống đa hà nội,10:00,22:00,90.000đ - 520.000đ,243,35,168,26,13,nha-hang-bbq-yukssam
8.7,8.0,7.7,7.7,7.3,15 phan kế bính kéo dài quận ba đình hà nội,11:00,22:00,150.000đ - 2.000.000đ,3,0,3,0,0,nha-hang-bo-kobe
7.8,7.5,7.5,7.5,6.5,43 giảng võ quận đống đa hà nội,09:00,22:00,100.000đ - 200.000đ,4,0,3,1,0,nha-hang-chen-lau-nuong-khong-khoi-giang-vo
8.8,8.8,8.2,8.0,7.4,b34 ngõ 70 nguyễn thị định quận cầu giấy hà nội,09:00,22:00,120.000đ - 500.000đ,17,8,6,1,2,nha-hang-ga-tan-sam-nguyen-thi-dinh
7.0,6.9,6.8,6.4,6.4,30 nguyễn xiển quận thanh xuân hà nội,08:00,21:30,100.000đ - 200.000đ,54,3,34,10,7,nha-hang-gimbab-bibimbab-nguyen-xien
7.1,7.1,6.9,6.8,6.6,185 vũ tông phan quận thanh xuân hà nội,08:30,21:30,100.000đ - 200.000đ,63,1,35,25,2,nha-hang-gim-bab-bi-bim-bab-khuong-trung-moi
9.1,8.9,8.6,8.1,6.8,tầng 8tầng 8 keangnam landmark e6 phạm hùng quận nam từ liêm hà nội,09:00,23:00,100.000đ - 500.000đ,8,4,3,1,0,nha-hang-gojumong-keangnam-landmark
7.7,7.6,7.5,7.5,7.2,9 trần hưng đạo quận hoàn kiếm hà nội,09:00,22:00,100.000đ - 500.000đ,34,4,26,1,3,nha-hang-han-quoc-gu-i92
10.0,8.0,8.0,7.0,6.0,chợ ẩm thực long biên quận long biên hà nội,10:00,23:00,150.000đ - 250.000đ,1,0,1,0,0,nha-hang-long-bien-cau-ngoc-lam
7.4,7.2,5.9,5.7,5.3,26 trần hưng đạo quận hoàn kiếm hà nội,07:00,22:00,80.000đ - 220.000đ,33,1,11,16,5,nha-hang-ngon
8.1,7.9,7.6,7.5,7.4,111 vạn phúc quận ba đình hà nội,10:00,22:00,150.000đ - 330.000đ,17,3,11,2,1,nha-hang-nhat-ban-hana
7.3,7.0,6.7,6.7,6.5,2 ngõ 69 chùa láng quận đống đa hà nội,08:00,22:00,100.000đ - 250.000đ,31,0,20,6,5,phuong-nam-mon-an-ba-mien
6.8,6.1,6.1,6.1,5.8,13 mai hắc đế quận hai bà trưng hà nội,08:00,22:00,100.000đ - 330.000đ,28,0,16,6,6,phuong-nam-bui-thi-xuan
7.7,7.5,7.0,6.9,6.6,23 25 văn cao quận ba đình hà nội,09:00,22:30,80.000đ - 165.000đ,10,0,8,1,1,nha-hang-son-cam-de-re-chim-troi
10.0,9.0,8.0,6.0,6.0,32 trường chinh tp buôn ma thuột đắk lắk,10:00,22:00,50.000đ - 132.000đ,1,0,1,0,0,nha-hang-tu-xuyen-com-nieu-ha-noi
6.1,6.1,5.6,5.2,4.6,1 ngõ 1 hoàng đạo thúy quận thanh xuân hà nội,00:01,23:59,50.000đ - 80.000đ,39,2,17,4,16,nhat-chao-cac-mon-chao
7.0,6.5,6.5,6.5,6.0,99 vuơng thừa vũ quận thanh xuân hà nội,07:00,22:00,20.000đ - 50.000đ,2,0,0,2,0,nhat-long-cafe
6.7,6.4,6.1,5.6,5.5,18b ngõ thống nhất đại la quận hai bà trưng hà nội,11:00,22:00,15.000đ - 30.000đ,21,0,9,7,4,nhim-quan-banh-trang-tron-sai-gon
8.3,7.5,7.1,7.1,6.7,1 nguyễn trung trực quận ba đình hà nội,13:00,18:00,30.000đ - 150.000đ,80,6,54,15,4,nom-bo-gia-pham-hong-thai
7.6,7.6,7.0,6.7,5.9,21 đặng trần côn quận đống đa hà nội,14:00,20:00,25.000đ - 55.000đ,50,1,32,13,4,nom-sua-dang-tran-con
7.5,7.3,7.3,7.3,7.0,55 hàng bún quận ba đình hà nội,16:30,19:30,30.000đ - 50.000đ,4,0,3,1,0,nom-lim-hang-bun
7.3,6.9,6.7,6.5,6.1,7 ngõ hàm long 1 đi hết ngõ rẽ phải nhà gần trong cùng biển xanh lá quận hoàn kiếm hà nội,10:00,21:00,20.000đ - 40.000đ,60,2,34,20,4,nom-mai-nga-ham-long
8.4,8.3,8.1,8.0,7.7,3 nguyễn thiếp đối diện 4 nguyễn thiếp quận ba đình hà nội,12:30,20:00,25.000đ - 100.000đ,21,6,12,2,1,nom-tuyet-beo
7.5,7.2,7.2,7.1,7.0,86 ngõ 203 hoàng quốc việt p nghĩa đô quận cầu giấy hà nội,10:00,22:00,35.000đ - 132.000đ,59,2,40,15,2,quan-nem-ninh-hoa-hoang-quoc-viet
7.0,6.3,6.3,6.0,5.7,294 đội cấn quận ba đình hà nội,08:00,22:00,30.000đ - 50.000đ,3,0,2,0,1,ntea-doi-can
